"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","A.J. DeLaGarza","HOU","2017","D","$250,000","$252,500","2017-09-15"
"","Dominic Oduro","CLB","2014","F","$250,000","$251,667","2014-04-01"
"","Dominic Oduro","TOR","2014","F","$250,000","$251,667","2014-09-15"
"","Dominic Oduro","MTL","2015","F","$250,000","$251,667","2015-07-15"
"","Dominic Oduro","MTL","2015","F","$250,000","$251,667","2015-09-15"
"","Mike Magee","LAG","2016","M","$250,000","$250,000","2016-09-15"
"","Ethan Finlay","CLB","2016","M","$250,000","$250,000","2016-09-15"
"","Matías Pérez García","ORL","2016","F","$250,000","$250,000","2016-09-15"
"","Maximiliano Urruti","FCD","2016","F","$250,000","$250,000","2016-09-15"
"","Víctor Cabrera","MTL","2016","D","$250,000","$250,000","2016-09-15"
"","Edgar Castillo","NER","2019","D","$250,000","$250,000","2019-06-01"
"","Shea Salinas","SJE","2019","D","$250,000","$250,000","2019-06-01"
"","Krisztián Németh","SKC","2015","F","$250,000","$250,000","2015-07-15"
"","Soni Mustivar","SKC","2015","M","$250,000","$250,000","2015-07-15"
"","Krisztián Németh","SKC","2015","F","$250,000","$250,000","2015-09-15"
"","Soni Mustivar","SKC","2015","M","$250,000","$250,000","2015-09-15"
"","Mike Magee","LAG","2016","F","$250,000","$250,000","2016-05-15"
"","Ethan Finlay","CLB","2016","M","$250,000","$250,000","2016-05-15"
"","Matías Pérez García","SJE","2016","M","$250,000","$250,000","2016-05-15"
"","Maximiliano Urruti","FCD","2016","F","$250,000","$250,000","2016-05-15"
"","Víctor Cabrera","MTL","2016","D","$250,000","$250,000","2016-05-15"
"","Ronaldo Peña","HOU","2019","F","$250,000","$250,000","2019-06-01"
"","Anthony Blondell","VAN","2018","F","$250,000","$295,203","2018-05-01"
"","Anthony Blondell","VAN","2018","F","$250,000","$295,203","2018-09-15"
"","Francois Affolter","SJE","2019","D","$250,000","$282,000","2019-09-13"
"","Emmanuel Ledesma","CIN","2019","M","$250,000","$280,833","2019-09-13"
"","Valentín Castellanos","NYC","2019","M","$250,000","$274,806","2019-09-13"
"","Benoit Cheyrou","TOR","2015","M","$250,000","$259,333","2015-09-15"
"","A.J. DeLaGarza","HOU","2019","D","$250,000","$253,750","2019-09-13"
"","Benoit Cheyrou","TOR","2015","M","$250,000","$250,000","2015-07-15"
"","Edgar Castillo","NER","2019","D","$250,000","$250,000","2019-09-13"
"","Shea Salinas","SJE","2019","M","$250,000","$250,000","2019-09-13"
"","Ronaldo Peña","HOU","2019","F","$250,000","$250,000","2019-09-13"
"","Harold Cummings","SJE","2017","D","$249,996","$300,663","2017-04-15"
"","Harold Cummings","SJE","2018","D","$249,996","$300,663","2018-05-01"
"","Harold Cummings","SJE","2018","D","$249,996","$300,663","2018-09-15"
"","Harold Cummings","SJE","2017","D","$249,996","$300,663","2017-09-15"
"","Patrick Mullins","DCU","2018","F","$249,996","$249,996","2018-05-01"
"","Patrick Mullins","CLB","2018","F","$249,996","$249,996","2018-09-15"
"","Shalrie Joseph","SEA","2014","M","$248,500","$294,000","2014-04-01"
"","Shalrie Joseph","NER","2014","M","$248,500","$294,000","2014-09-15"
"","Giles Barnes","HOU","2015","M","$247,500","$258,375","2015-09-15"
"","Russell Canouse","DCU","2018","M","$247,500","$247,500","2018-05-01"
"","Russell Canouse","DCU","2018","M","$247,500","$247,500","2018-09-15"
"","Russell Canouse","DCU","2019","M","$247,500","$247,500","2019-06-01"
"","Russell Canouse","DCU","2019","M","$247,500","$247,500","2019-09-13"
"","Quincy Amarikwa","SJE","2016","F","$247,000","$260,667","2016-09-15"
"","Quincy Amarikwa","SJE","2016","F","$247,000","$260,667","2016-05-15"
"","Drew Moor","TOR","2017","D","$246,750","$261,750","2017-04-15"
"","Drew Moor","TOR","2017","D","$246,750","$261,750","2017-09-15"
"","Marvell Wynne","SJE","2017","D","$245,808","$257,058","2017-04-15"
"","Marvell Wynne","SJE","2017","D","$245,808","$257,058","2017-09-15"
"","Andrés Romero","MTL","2017","M","$245,000","$405,000","2017-09-15"
"","Boniek García","HOU","2015","F","$245,000","$303,750","2015-07-15"
"","Boniek García","HOU","2015","F","$245,000","$303,750","2015-09-15"
"","Dillon Powers","COL","2015","M","$245,000","$275,000","2015-07-15"
"","Dillon Powers","COL","2015","M","$245,000","$275,000","2015-09-15"
"","Nat Borchers","POR","2016","D","$245,000","$255,000","2016-09-15"
"","Nat Borchers","POR","2016","D","$245,000","$255,000","2016-05-15"
"","Jeff Larentowicz","CHI","2014","D","$245,000","$251,000","2014-04-01"
"","Jeff Larentowicz","CHI","2014","D","$245,000","$251,000","2014-09-15"
"","Darlington Nagbe","POR","2015","M","$244,000","$263,000","2015-07-15"
"","Darlington Nagbe","POR","2015","M","$244,000","$263,000","2015-09-15"
"","Will Johnson","POR","2013","F","$243,750","$243,750","2013-08-01"
"","Will Johnson","POR","2013","F","$243,750","$243,750","2013-09-15"
"","Will Johnson","POR","2013","F","$243,750","$243,750","2013-05-01"
"","José Bizama","HOU","2019","D","$243,636","$292,427","2019-09-13"
"","Juan David Cabezas","HOU","2017","M","$243,000","$267,000","2017-04-15"
"","Juan David Cabezas","HOU","2017","M","$243,000","$267,000","2017-09-15"
"","Andreas Ivan","NYRB","2018","M","$240,000","$344,100","2018-09-15"
"","Luis Gil","RSL","2015","M","$240,000","$335,083","2015-07-15"
"","Luis Gil","RSL","2015","M","$240,000","$335,083","2015-09-15"
"","Ronald Zubar","NYRB","2016","D","$240,000","$320,000","2016-09-15"
"","Ronald Zubar","NYRB","2015","D","$240,000","$320,000","2015-07-15"
"","Ronald Zubar","NYRB","2015","D","$240,000","$320,000","2015-09-15"
"","Ronald Zubar","NYRB","2016","D","$240,000","$320,000","2016-05-15"
"","Matteo Ferrari","MTL","2013","D","$240,000","$295,475","2013-08-01"
"","Matteo Ferrari","MTL","2013","D","$240,000","$295,475","2013-09-15"
"","Matteo Ferrari","MTL","2013","D","$240,000","$295,475","2013-05-01"
"","Adrián López Rodríguez","MTL","2014","D","$240,000","$291,250","2014-04-01"
"","Adrián López Rodríguez","MTL","2014","D","$240,000","$291,250","2014-09-15"
"","Adrián Arregui","MTL","2017","M","$240,000","$290,977","2017-04-15"
"","Kacper Przybylko","PHI","2019","F","$240,000","$277,000","2019-06-01"
"","Kacper Przybylko","PHI","2019","F","$240,000","$277,000","2019-09-13"
"","Rolf Feltscher","LAG","2018","D","$240,000","$270,000","2018-05-01"
"","Rolf Feltscher","LAG","2018","D","$240,000","$270,000","2018-09-15"
"","Jonathan Bornstein","CHI","2019","D","$240,000","$263,200","2019-09-13"
"","Erik Friberg","SEA","2016","M","$240,000","$262,500","2016-09-15"
"","Erik Friberg","SEA","2016","M","$240,000","$262,500","2016-05-15"
"","Eloi Amagat","NYC","2018","M","$240,000","$261,250","2018-09-15"
"","Hérculez Gómez","TOR","2015","F","$240,000","$261,000","2015-09-15"
"","João Pedro","LAG","2019","M","$240,000","$261,000","2019-06-01"
"","João Pedro","LAG","2019","M","$240,000","$261,000","2019-09-13"
"","Ola Kamara","DCU","2019","M","$240,000","$260,000","2019-09-13"
"","Mathieu Deplagne","CIN","2019","D","$240,000","$254,400","2019-06-01"
"","Mathieu Deplagne","CIN","2019","D","$240,000","$254,400","2019-09-13"
"","Sunny","RSL","2017","M","$240,000","$253,000","2017-04-15"
"","Sunny","RSL","2017","M","$240,000","$253,000","2017-09-15"
"","Sebastian Lletget","LAG","2018","M","$240,000","$252,667","2018-05-01"
"","Sebastian Lletget","LAG","2018","M","$240,000","$252,667","2018-09-15"
"","Romell Quioto","HOU","2018","F","$240,000","$252,500","2018-05-01"
"","Romell Quioto","HOU","2018","F","$240,000","$252,500","2018-09-15"
"","Lloyd Sam","DCU","2017","M","$240,000","$250,000","2017-04-15"
"","Lloyd Sam","DCU","2017","M","$240,000","$250,000","2017-09-15"
"","Maynor Figueroa","FCD","2018","D","$240,000","$250,000","2018-05-01"
"","Maynor Figueroa","FCD","2018","D","$240,000","$250,000","2018-09-15"
"","Pa Modou Kah","POR","2014","D","$240,000","$245,000","2014-04-01"
"","Pa Modou Kah","POR","2014","D","$240,000","$245,000","2014-09-15"
"","Scott Sutter","ORL","2017","D","$240,000","$240,000","2017-04-15"
"","Scott Sutter","ORL","2017","D","$240,000","$240,000","2017-09-15"
"","Cristian Lobato","SKC","2018","M","$240,000","$240,000","2018-05-01"
"","José Aja","VAN","2018","D","$240,000","$240,000","2018-05-01"
"","Cristian Lobato","SKC","2018","M","$240,000","$240,000","2018-09-15"
"","José Aja","VAN","2018","D","$240,000","$240,000","2018-09-15"
"","Jean-Baptiste Pierazzi","SJE","2014","M","$240,000","$240,000","2014-04-01"
"","Jean-Baptiste Pierazzi","SJE","2014","M","$240,000","$240,000","2014-09-15"
"","Matías Pérez García","SJE","2015","M","$240,000","$240,000","2015-07-15"
"","Matías Pérez García","SJE","2015","M","$240,000","$240,000","2015-09-15"
"","Luis Martins","SKC","2019","D","$240,000","$240,000","2019-09-13"
"","Johan Blomberg","COL","2018","M","$239,808","$239,808","2018-05-01"
"","Johan Blomberg","COL","2018","M","$239,808","$239,808","2018-09-15"
"","Jordan Allen","RSL","2019","M","$238,000","$238,000","2019-06-01"
"","Jordan Allen","RSL","2019","M","$238,000","$238,000","2019-09-13"
"","Eric Hassli","FCD","2013","F","$237,276","$262,276","2013-08-01"
"","Eric Hassli","FCD","2013","F","$237,276","$262,276","2013-09-15"
"","Eric Hassli","FCD","2013","F","$237,276","$262,276","2013-05-01"
"","Sam Nicholson","MIN","2017","M","$235,008","$281,456","2017-09-15"
"","Brandon McDonald","RSL","2013","M","$235,000","$273,250","2013-08-01"
"","Brandon McDonald","RSL","2013","M","$235,000","$273,250","2013-09-15"
"","Brandon McDonald","DCU","2013","M","$235,000","$273,250","2013-05-01"
"","Cedrick Mabwati","CLB","2016","M","$235,000","$263,350","2016-09-15"
"","Cedrick Mabwati","CLB","2016","M","$235,000","$263,350","2016-05-15"
"","Alvas Powell","CIN","2019","D","$235,000","$251,625","2019-06-01"
"","Patrick Nyarko","DCU","2017","F","$235,000","$250,750","2017-04-15"
"","Patrick Nyarko","DCU","2017","F","$235,000","$250,750","2017-09-15"
"","Drew Moor","TOR","2016","D","$235,000","$250,000","2016-09-15"
"","Drew Moor","TOR","2016","D","$235,000","$250,000","2016-05-15"
"","Drew Moor","COL","2013","D","$235,000","$247,000","2013-08-01"
"","Drew Moor","COL","2013","D","$235,000","$247,000","2013-09-15"
"","Drew Moor","COL","2014","D","$235,000","$247,000","2014-04-01"
"","Drew Moor","COL","2014","D","$235,000","$247,000","2014-09-15"
"","Drew Moor","COL","2013","D","$235,000","$247,000","2013-05-01"
"","Hassoun Camara","MTL","2015","D","$235,000","$246,625","2015-07-15"
"","Hassoun Camara","MTL","2015","D","$235,000","$246,625","2015-09-15"
"","Nat Borchers","POR","2015","D","$235,000","$245,000","2015-07-15"
"","Nat Borchers","POR","2015","D","$235,000","$245,000","2015-09-15"
"","Nicolai Næss","CLB","2017","D","$235,000","$242,500","2017-04-15"
"","Dominic Oduro","MTL","2016","F","$235,000","$235,000","2016-09-15"
"","Chris Wingert","RSL","2016","D","$235,000","$235,000","2016-09-15"
"","Nick DeLeon","DCU","2016","M","$235,000","$235,000","2016-09-15"
"","Walker Zimmerman","LAFC","2018","D","$235,000","$235,000","2018-05-01"
"","Walker Zimmerman","LAFC","2018","D","$235,000","$235,000","2018-09-15"
"","Dominic Oduro","MTL","2016","F","$235,000","$235,000","2016-05-15"
"","Chris Wingert","RSL","2016","D","$235,000","$235,000","2016-05-15"
"","Nick DeLeon","DCU","2016","M","$235,000","$235,000","2016-05-15"
"","Harry Shipp","SEA","2019","M","$235,000","$235,000","2019-06-01"
"","Cedrick Mabwati","CLB","2015","M","$235,000","$253,750","2015-07-15"
"","Alvas Powell","CIN","2019","D","$235,000","$251,625","2019-09-13"
"","Harry Shipp","SEA","2019","M","$235,000","$235,000","2019-09-13"
"","Bobby Boswell","DCU","2014","D","$231,000","$231,000","2014-04-01"
"","Brooks Lennon","RSL","2019","D","$230,004","$242,587","2019-09-13"
"","Brooks Lennon","RSL","2019","D","$230,004","$242,587","2019-06-01"
"","Collen Warner","MIN","2017","M","$230,004","$230,004","2017-04-15"
"","Collen Warner","MIN","2017","M","$230,004","$230,004","2017-09-15"
"","Gideon Baah","NYRB","2016","D","$230,000","$315,500","2016-09-15"
"","Gideon Baah","NYRB","2017","D","$230,000","$315,500","2017-04-15"
"","Gideon Baah","NYRB","2017","D","$230,000","$315,500","2017-09-15"
"","Jack McInerney","MTL","2014","F","$230,000","$294,167","2014-04-01"
"","Jack McInerney","MTL","2014","F","$230,000","$294,167","2014-09-15"
"","Gideon Baah","NYRB","2016","D","$230,000","$278,000","2016-05-15"
"","José Mari","COL","2014","M","$230,000","$261,000","2014-04-01"
"","José Mari","COL","2014","M","$230,000","$261,000","2014-09-15"
"","Patrick Nyarko","CHI","2013","F","$230,000","$249,500","2013-08-01"
"","Patrick Nyarko","CHI","2013","F","$230,000","$249,500","2013-09-15"
"","Patrick Nyarko","CHI","2013","F","$230,000","$249,500","2013-05-01"
"","Steven Beitashour","TOR","2016","D","$230,000","$244,000","2016-09-15"
"","Steven Beitashour","TOR","2016","D","$230,000","$244,000","2016-05-15"
"","Sebastian Lletget","LAG","2017","M","$230,000","$242,667","2017-04-15"
"","Sebastian Lletget","LAG","2017","M","$230,000","$242,667","2017-09-15"
"","Giles Barnes","HOU","2014","M","$230,000","$241,158","2014-04-01"
"","Giles Barnes","HOU","2014","M","$230,000","$241,158","2014-09-15"
"","Gershon Koffie","VAN","2015","M","$230,000","$241,000","2015-07-15"
"","Gershon Koffie","VAN","2015","M","$230,000","$241,000","2015-09-15"
"","Tony Beltran","RSL","2018","D","$230,000","$240,950","2018-05-01"
"","Tony Beltran","RSL","2018","D","$230,000","$240,950","2018-09-15"
"","Lloyd Sam","DCU","2016","M","$230,000","$240,000","2016-09-15"
"","Lloyd Sam","NYRB","2015","F","$230,000","$240,000","2015-07-15"
"","Lloyd Sam","NYRB","2015","F","$230,000","$240,000","2015-09-15"
"","Lloyd Sam","NYRB","2016","M","$230,000","$240,000","2016-05-15"
"","John Goossens","CHI","2017","M","$230,000","$233,333","2017-04-15"
"","John Goossens","CHI","2017","M","$230,000","$233,333","2017-09-15"
"","Andrew Wenger","HOU","2018","M","$230,000","$230,000","2018-05-01"
"","Marco Delgado","TOR","2018","M","$230,000","$230,000","2018-05-01"
"","Andrew Wenger","HOU","2018","M","$230,000","$230,000","2018-09-15"
"","Marco Delgado","TOR","2018","M","$230,000","$230,000","2018-09-15"
"","Paulo Nagamura","SKC","2015","M","$230,000","$230,000","2015-07-15"
"","Paulo Nagamura","SKC","2015","M","$230,000","$230,000","2015-09-15"
"","Aníbal Godoy","SJE","2017","M","$229,992","$256,242","2017-04-15"
"","Aníbal Godoy","SJE","2017","M","$229,992","$256,242","2017-09-15"
"","Omer Damari","NYRB","2016","F","$228,500","$228,500","2016-09-15"
"","Carlos Bocanegra","CHV","2013","D","$228,000","$261,333","2013-08-01"
"","Carlos Bocanegra","CHV","2013","D","$228,000","$261,333","2013-09-15"
"","Waylon Francis","CLB","2017","D","$227,500","$251,875","2017-04-15"
"","Waylon Francis","CLB","2017","D","$227,500","$251,875","2017-09-15"
"","Teal Bunbury","NER","2019","M","$225,750","$270,750","2019-06-01"
"","Teal Bunbury","NER","2019","F","$225,750","$270,750","2019-09-13"
"","Diego Valeri","POR","2016","M","$225,000","$605,000","2016-09-15"
"","Auro","TOR","2019","D","$225,000","$276,667","2019-06-01"
"","Auro","TOR","2019","D","$225,000","$276,667","2019-09-13"
"","Darwin Cerén","HOU","2018","M","$225,000","$274,375","2018-05-01"
"","Emiliano Amor","SKC","2018","D","$225,000","$274,375","2018-05-01"
"","Darwin Cerén","HOU","2018","M","$225,000","$274,375","2018-09-15"
"","Víctor Bernárdez","SJE","2017","D","$225,000","$266,600","2017-04-15"
"","Víctor Bernárdez","SJE","2017","D","$225,000","$266,600","2017-09-15"
"","Eriq Zavaleta","TOR","2018","D","$225,000","$263,558","2018-05-01"
"","Eriq Zavaleta","TOR","2018","D","$225,000","$263,558","2018-09-15"
"","Sean Davis","NYRB","2018","M","$225,000","$261,667","2018-05-01"
"","Sean Davis","NYRB","2018","M","$225,000","$261,667","2018-09-15"
"","Sean Franklin","DCU","2016","D","$225,000","$256,667","2016-09-15"
"","Sean Franklin","DCU","2016","D","$225,000","$256,667","2016-05-15"
"","Robbie Findley","TOR","2015","F","$225,000","$255,500","2015-07-15"
"","Robbie Findley","TOR","2015","F","$225,000","$255,500","2015-09-15"
"","Chris Rolfe","CHI","2013","F","$225,000","$248,333","2013-08-01"
"","Sean Franklin","LAG","2013","D","$225,000","$248,333","2013-08-01"
"","Chris Rolfe","CHI","2013","F","$225,000","$248,333","2013-09-15"
"","Sean Franklin","LAG","2013","D","$225,000","$248,333","2013-09-15"
"","Chris Rolfe","CHI","2013","F","$225,000","$248,333","2013-05-01"
"","Sean Franklin","LAG","2013","D","$225,000","$248,333","2013-05-01"
"","Boniek García","HOU","2016","M","$225,000","$247,500","2016-09-15"
"","Boniek García","HOU","2017","M","$225,000","$247,500","2017-04-15"
"","Boniek García","HOU","2016","M","$225,000","$247,500","2016-05-15"
"","Boniek García","HOU","2017","M","$225,000","$247,500","2017-09-15"
"","Justen Glad","RSL","2017","D","$225,000","$246,700","2017-04-15"
"","Justen Glad","RSL","2017","D","$225,000","$246,700","2017-09-15"
"","Philippe Senderos","HOU","2017","D","$225,000","$242,500","2017-09-15"
"","Philippe Senderos","HOU","2018","D","$225,000","$242,500","2018-05-01"
"","Philippe Senderos","HOU","2018","D","$225,000","$242,500","2018-09-15"
"","Michael Boxall","MIN","2017","D","$225,000","$242,333","2017-09-15"
"","Alvas Powell","POR","2018","D","$225,000","$241,625","2018-05-01"
"","Alvas Powell","POR","2018","D","$225,000","$241,625","2018-09-15"
"","Omar Cummings","HOU","2013","F","$225,000","$239,000","2013-08-01"
"","Omar Cummings","HOU","2013","F","$225,000","$239,000","2013-09-15"
"","Omar Cummings","HOU","2013","F","$225,000","$239,000","2013-05-01"
"","Daigo Kobayashi","VAN","2013","M","$225,000","$238,833","2013-08-01"
"","Daigo Kobayashi","VAN","2013","M","$225,000","$238,833","2013-09-15"
"","Daigo Kobayashi","VAN","2013","M","$225,000","$238,833","2013-05-01"
"","Brooks Lennon","RSL","2018","F","$225,000","$237,583","2018-05-01"
"","Brooks Lennon","RSL","2018","F","$225,000","$237,583","2018-09-15"
"","Jordan Morris","SEA","2017","F","$225,000","$237,500","2017-04-15"
"","Johan Venegas","MIN","2018","M","$225,000","$237,500","2018-05-01"
"","Johan Venegas","MIN","2018","M","$225,000","$237,500","2018-09-15"
"","Jordan Morris","SEA","2017","F","$225,000","$237,500","2017-09-15"
"","Nat Borchers","RSL","2014","D","$225,000","$236,969","2014-04-01"
"","Nat Borchers","RSL","2014","D","$225,000","$236,969","2014-09-15"
"","Luis Silva","RSL","2018","F","$225,000","$233,667","2018-05-01"
"","Luis Silva","RSL","2018","F","$225,000","$233,667","2018-09-15"
"","Robbie Rogers","LAG","2017","M","$225,000","$233,500","2017-04-15"
"","Robbie Rogers","LAG","2017","M","$225,000","$233,500","2017-09-15"
"","Matías Vera","HOU","2019","D","$225,000","$231,250","2019-06-01"
